10:56:59;U0123;J;209;
10:57:06;U0123;K;211;
10:57:12;U0123;L;211;
10:57:19;U0123;M;208;
10:57:25;U0123;N;209;
10:57:32;U0123;O;210;
10:57:39;U0123;P;212;
10:57:45;U0123;Q;212;
10:57:52;U0123;R;210;
11:41:30;U0123;_;208;
11:41:37;U0123;`;208;
11:41:44;U0123;a;208;
11:41:50;U0123;b;209;
11:41:57;U0123;c;209;
11:42:03;U0123;d;208;
11:42:10;U0123;e;204;
11:42:17;U0123;f;207;
11:42:23;U0123;g;208;
11:42:30;U0123;h;211;
11:42:36;U0123;i;203;
11:42:43;U0123;j;210;
11:42:50;U0123;k;207;
11:42:56;U0123;l;207;
11:43:03;U0123;m;208;
11:43:09;U0123;n;208;
11:43:16;U0123;o;209;
11:43:23;U0123;p;208;
11:43:29;U0123;q;208;
11:43:36;U0123;r;208;
11:43:42;U0123;s;211;
11:43:49;U0123;t;207;
11:43:56;U0123;u;205;
11:44:02;U0123;v;207;
11:44:09;U0123;w;206;
11:44:15;U0123;x;206;
11:44:22;U0123;y;206;
11:44:29;U0123;z;202;
11:44:35;U0123;{;206;
11:44:42;U0123;|;206;
11:44:48;U0123;};206;
11:44:55;U0123;~;207;
11:45:02;U0123;;207;
11:45:08;U0123;€;207;
11:45:15;U0123;A;205;
11:45:21;U0123;B;209;
11:45:28;U0123;C;204;
11:45:35;U0123;D;185;
11:45:41;U0123;E;185;
11:45:48;U0123;F;178;
11:45:54;U0123;G;168;
11:46:01;U0123;H;190;
11:46:08;U0123;I;184;
11:46:14;U0123;J;182;
11:46:21;U0123;K;191;
11:46:27;U0123;L;188;
11:46:34;U0123;M;190;
11:46:40;U0123;N;194;
11:46:47;U0123;O;178;
11:46:54;U0123;P;170;
11:47:00;U0123;Q;172;
11:47:07;U0123;R;188;
11:47:13;U0123;S;186;
11:47:20;U0123;T;186;
11:47:27;U0123;U;186;
11:47:33;U0123;V;185;
11:47:40;U0123;W;184;
11:47:46;U0123;X;185;
11:47:53;U0123;Y;182;
11:48:00;U0123;Z;182;
11:48:06;U0123;[;182;
11:48:13;U0123;\;182;
11:48:19;U0123;];183;
11:48:26;U0123;^;185;
11:48:33;U0123;_;185;
11:48:39;U0123;`;184;
11:48:46;U0123;a;182;
11:48:52;U0123;b;181;
11:48:59;U0123;c;183;
11:49:06;U0123;d;187;
11:49:12;U0123;e;185;
11:49:19;U0123;f;184;
11:49:25;U0123;g;183;
11:49:32;U0123;h;186;
11:49:39;U0123;i;180;
11:49:45;U0123;j;187;
11:49:52;U0123;k;186;
11:49:58;U0123;l;187;
11:50:05;U0123;m;185;
11:50:12;U0123;n;186;
11:50:18;U0123;o;185;
11:50:25;U0123;p;185;
11:50:31;U0123;q;184;
11:50:38;U0123;r;186;
11:50:45;U0123;s;187;
11:50:51;U0123;t;187;
11:50:58;U0123;u;186;
11:51:04;U0123;v;183;
11:51:11;U0123;w;176;
11:51:18;U0123;x;175;
11:51:24;U0123;y;180;
11:51:31;U0123;z;169;
11:51:37;U0123;{;174;
11:51:44;U0123;|;169;
11:51:51;U0123;};166;
11:51:57;U0123;~;175;
11:52:04;U0123;;171;
11:52:10;U0123;€;172;
11:52:17;U0123;A;173;
11:52:23;U0123;B;166;
11:52:30;U0123;C;166;
11:52:37;U0123;D;166;
11:52:43;U0123;E;165;
11:52:50;U0123;F;166;
11:52:56;U0123;G;167;
11:53:03;U0123;H;169;
11:53:10;U0123;I;172;
11:53:16;U0123;J;167;
11:53:23;U0123;K;168;
11:53:29;U0123;L;166;
11:53:36;U0123;M;168;
11:53:43;U0123;N;167;
11:53:49;U0123;O;166;
11:53:56;U0123;P;164;
11:54:02;U0123;Q;168;
11:54:09;U0123;R;166;
11:54:16;U0123;S;166;
11:54:22;U0123;T;165;
11:54:29;U0123;U;166;
11:54:35;U0123;V;170;
11:54:42;U0123;W;172;
11:54:49;U0123;X;167;
11:54:55;U0123;Y;167;
11:55:08;U0123;[;165;
11:55:15;U0123;\;165;
11:55:22;U0123;];165;
11:55:28;U0123;^;166;
11:55:35;U0123;_;165;
11:55:41;U0123;`;166;
11:55:48;U0123;a;167;
11:56:01;U0123;c;166;
11:56:08;U0123;d;166;
11:56:14;U0123;e;167;
11:56:21;U0123;f;165;
11:56:41;U0123;i;166;
11:56:47;U0123;j;165;
11:56:54;U0123;k;164;
11:59:52;U0123;k;165;
12:01:38;U0123;V;164;
12:01:44;U0123;W;166;
12:01:51;U0123;X;165;
12:01:57;U0123;Y;166;
12:02:04;U0123;Z;173;
12:02:11;U0123;[;170;
12:02:17;U0123;\;170;
12:02:24;U0123;];166;
12:02:30;U0123;^;165;
12:02:37;U0123;_;169;
12:02:44;U0123;`;169;
12:02:50;U0123;a;177;
12:02:57;U0123;b;174;
12:03:03;U0123;c;176;
12:03:10;U0123;d;178;
12:03:17;U0123;e;181;
12:03:23;U0123;f;170;
12:03:30;U0123;g;185;
12:03:36;U0123;h;180;
12:03:43;U0123;i;166;
12:03:50;U0123;j;186;
12:03:56;U0123;k;187;
12:04:03;U0123;l;206;
12:04:09;U0123;m;194;
12:04:16;U0123;n;204;
